"Notes"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Jun., 2018"	"2018/06"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	521	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	34	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	487	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	1	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	371	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	397	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Salmonella infections (A01-A02)"	"GR113-001"	4	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	610	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Tuberculosis (A16-A19)"	"GR113-004"	31	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Respiratory tuberculosis (A16)"	"GR113-005"	21	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other tuberculosis (A17-A19)"	"GR113-006"	10	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Whooping cough (A37)"	"GR113-007"	1	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Meningococcal infection (A39)"	"GR113-009"	2	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Septicemia (A40-A41)"	"GR113-010"	3178	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Syphilis (A50-A53)"	"GR113-011"	3	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	1	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Viral hepatitis (B15-B19)"	"GR113-015"	354	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	459	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	605	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	49870	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	866	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1322	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	920	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4457	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2265	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3792	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	312	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	11757	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant melanoma of skin (C43)"	"GR113-028"	726	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3552	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	329	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	977	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1159	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2656	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1216	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1364	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1384	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	4645	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Hodgkin disease (C81)"	"GR113-038"	95	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1621	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Leukemia (C91-C95)"	"GR113-040"	1930	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	992	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	7	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	6171	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1264	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Anemias (D50-D64)"	"GR113-045"	420	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6612	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	779	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Malnutrition (E40-E46)"	"GR113-048"	761	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	18	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Meningitis (G00,G03)"	"GR113-050"	43	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Parkinson disease (G20-G21)"	"GR113-051"	2654	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Alzheimer disease (G30)"	"GR113-052"	9082	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	67677	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	51396	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	278	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Hypertensive heart disease (I11)"	"GR113-056"	4100	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	690	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	28921	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	8254	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	363	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	20304	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	5481	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	14823	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other heart diseases (I26-I51)"	"GR113-064"	17407	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Acute and subacute endocarditis (I33)"	"GR113-065"	114	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	74	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Heart failure (I50)"	"GR113-067"	6424	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	10795	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2708	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11656	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Atherosclerosis (I70)"	"GR113-071"	411	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1506	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	713	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	793	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	373	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3153	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Influenza (J09-J11)"	"GR113-077"	21	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Pneumonia (J12-J18)"	"GR113-078"	3132	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	15	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	11	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	4	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11720	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	25	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Emphysema (J43)"	"GR113-084"	555	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Asthma (J45-J46)"	"GR113-085"	252	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	10888	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	57	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1431	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3438	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Peptic ulcer (K25-K28)"	"GR113-090"	234	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Diseases of appendix (K35-K38)"	"GR113-091"	32	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Hernia (K40-K46)"	"GR113-092"	209	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3586	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Alcoholic liver disease (K70)"	"GR113-094"	2006	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1580	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	312	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3947	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	55	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	24	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Renal failure (N17-N19)"	"GR113-100"	3865	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other disorders of kidney (N25,N27)"	"GR113-101"	3	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	61	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Hyperplasia of prostate (N40)"	"GR113-103"	44	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	16	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	96	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	5	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	91	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	933	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	802	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2626	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"All other diseases (Residual) "	"GR113-111"	26576	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	14813	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3824	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3552	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	118	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	154	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	10989	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Falls (W00-W19)"	"GR113-118"	3012	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	32	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	667	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	208	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	5430	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1640	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	4356	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	2138	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	2218	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1755	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	1291	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	464	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	52	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	490	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	30	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	460	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	1	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	334	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	416	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Salmonella infections (A01-A02)"	"GR113-001"	6	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	569	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Tuberculosis (A16-A19)"	"GR113-004"	36	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Respiratory tuberculosis (A16)"	"GR113-005"	19	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other tuberculosis (A17-A19)"	"GR113-006"	17	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Whooping cough (A37)"	"GR113-007"	1	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Meningococcal infection (A39)"	"GR113-009"	2	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Septicemia (A40-A41)"	"GR113-010"	3134	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Syphilis (A50-A53)"	"GR113-011"	2	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	1	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Viral hepatitis (B15-B19)"	"GR113-015"	381	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	398	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	631	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	50582	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	914	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1283	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	943	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4462	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2397	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3778	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	317	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	11793	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant melanoma of skin (C43)"	"GR113-028"	735	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3632	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	372	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	988	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1150	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2653	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1186	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1368	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1490	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	4821	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Hodgkin disease (C81)"	"GR113-038"	74	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1736	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Leukemia (C91-C95)"	"GR113-040"	1978	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1018	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	15	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	6300	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1297	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Anemias (D50-D64)"	"GR113-045"	405	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6598	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	776	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Malnutrition (E40-E46)"	"GR113-048"	762	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	14	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Meningitis (G00,G03)"	"GR113-050"	54	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Parkinson disease (G20-G21)"	"GR113-051"	2628	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Alzheimer disease (G30)"	"GR113-052"	9277	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	66910	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	50652	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	282	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Hypertensive heart disease (I11)"	"GR113-056"	4072	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	684	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	28160	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	8382	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	325	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	19453	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	4973	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	14480	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other heart diseases (I26-I51)"	"GR113-064"	17454	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Acute and subacute endocarditis (I33)"	"GR113-065"	119	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	86	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Heart failure (I50)"	"GR113-067"	6548	Not Applicable	Not Applicable
