"Institution Name","City","State","movingAverage_cases","UGDS"
"","Denver, CO","Other General Expenditures",4.78929829317342,9701.63
"","Bridgeport, CT","Other General Expenditures",13.5227051163623,6257.18
"","Hartford, CT","Other General Expenditures",8.61038444981622,8455.72
"","New Haven, CT","Other General Expenditures",22.7531669712012,7995.81
"","Washington, DC","Other General Expenditures",5.83886032914936,21251.75
"","Dover, DE","Other General Expenditures",2.21364701247353,5685.64
"","Wilmington, DE","Other General Expenditures",0.0140510633690067,7757.42
"","Ft. Lauderdale, FL","Other General Expenditures",4.83852208954423,7824.29
"","Hialeah, FL","Other General Expenditures",3.02690359379363,6017.04
"","Jacksonville, FL","Other General Expenditures",3.61150584737261,5791.49
"","Miami, FL","Other General Expenditures",5.93733526475031,6772.23
"","Orlando, FL","Other General Expenditures",7.26381496302628,7721.7
"","St. Petersburg, FL","Other General Expenditures",6.87880098875736,5246.99
"","Tallahassee, FL","Other General Expenditures",3.67617676348021,6306.28
"","Tampa, FL","Other General Expenditures",4.81214243019383,7026.6
"","Atlanta, GA","Other General Expenditures",3.20780554604587,8470.9
"","Columbus, GA","Other General Expenditures",5.0837127331473,4085.4
"","Cedar Rapids, IA","Other General Expenditures",17.9623895982097,4776.87
"","Des Moines, IA","Other General Expenditures",8.15684177694604,5610.75
"","Boise, ID","Other General Expenditures",1.35049747724808,3181.05
"","Nampa, ID","Other General Expenditures",2.4177645206728,2413.8
"","Aurora, IL","Other General Expenditures",2.69875590307023,4772.94
"","Chicago, IL","Other General Expenditures",5.45940076234376,9024.8
"","Ft. Wayne, IN","Other General Expenditures",0.430158122614378,2847.79
"","Gary, IN","Other General Expenditures",8.32643856579073,4097.31
"","Indianapolis, IN","Other General Expenditures",1.01781677486668,5520.64
"","Kansas City, KS","Other General Expenditures",7.21512337977859,7614.7
"","Topeka, KS","Other General Expenditures",9.90039390822189,4782.84
"","Wichita, KS","Other General Expenditures",5.46018451753656,4326.96
"","Lexington, KY","Other General Expenditures",1.17594846335567,3627.71
"","Louisville, KY","Other General Expenditures",2.98733002953885,4096.3
"","Baton Rouge, LA","Other General Expenditures",2.60329894757362,4411.71
"","New Orleans, LA","Other General Expenditures",5.0533985982868,5393.4
"","Shreveport, LA","Other General Expenditures",5.51156487103762,5438.02
"","Boston, MA","Other General Expenditures",9.49776763397767,7001.54
"","Springfield, MA","Other General Expenditures",12.4252832189346,5639.63
"","Worcester, MA","Other General Expenditures",10.2501656951714,5144.99
"","Baltimore, MD","Other General Expenditures",3.29886319368205,7341.62
"","Frederick, MD","Other General Expenditures",4.40383718057805,7286.6
"","Lewiston, ME","Other General Expenditures",15.0142139406124,4565.94
"","Portland, ME","Other General Expenditures",8.84900037532408,5781.67
"","Detroit, MI","Other General Expenditures",6.37290005139785,6926.36
"","Flint, MI","Other General Expenditures",3.46197052570578,8697.07
"","Grand Rapids, MI","Other General Expenditures",10.4690248775009,5030.65
"","Warren, MI","Other General Expenditures",3.54022682970051,4514.4
"","Minneapolis, MN","Other General Expenditures",15.746196300716,8581.12
"","St. Paul, MN","Other General Expenditures",4.09790700941143,7119
"","Kansas City, MO","Other General Expenditures",16.0138141788805,6564.27
"","St. Louis, MO","Other General Expenditures",10.7360761710665,6280.6
"","Gulfport, MS","Other General Expenditures",1.47410913140312,10776
"","Jackson, MS","Other General Expenditures",6.27208650094994,3647.59
"","Billings, MT","Other General Expenditures",1.41514053471746,3880.18
"","Missoula, MT","Other General Expenditures",4.74929000539106,3876.79
"","Charlotte, NC","Other General Expenditures",1.28859034096198,8163.96
"","Durham, NC","Other General Expenditures",3.21195713946207,3871.16
"","Greensboro, NC","Other General Expenditures",1.23406224690501,4321.5
"","Raleigh, NC","Other General Expenditures",2.10176014688488,4531.44
"","Bismarck, ND","Other General Expenditures",4.10813853478426,5080.89
"","Fargo, ND","Other General Expenditures",18.9633644164608,6022.56
"","Lincoln, NE","Other General Expenditures",6.01823130221889,4207.05
"","Omaha, NE","Other General Expenditures",6.39261742309684,6315.41
"","Manchester, NH","Other General Expenditures",9.48245968220792,4210.3
"","Nashua, NH","Other General Expenditures",0.189575233827281,3739.94
"","Albuquerque, NM","Other General Expenditures",3.63774530716724,3750.4
"","Las Cruces, NM","Other General Expenditures",6.0129568417974,3624.34
"","Las Vegas, NV","Other General Expenditures",1.62872922986311,5534.99
"","Reno, NV","Other General Expenditures",7.79387636571281,5113.63
"","Buffalo, NY","Other General Expenditures",10.1956048903088,8041.21
"","New York, NY","Other General Expenditures",8.95531945002052,15617.31
"","Rochester, NY","Other General Expenditures",17.5177580662261,9338.01
"","Syracuse, NY","Other General Expenditures",13.1647851116712,7978.33
"","Yonkers, NY","Other General Expenditures",18.7820683584475,10360.68
"","Akron, OH","Other General Expenditures",6.1116148623002,5690.64
"","Cincinnati, OH","Other General Expenditures",8.3976910587042,7433.71
"","Cleveland, OH","Other General Expenditures",5.99560172433392,9149.04
"","Columbus, OH","Other General Expenditures",4.90457839961569,6640.53
"","Dayton, OH","Other General Expenditures",3.63313767297541,5923.53
"","Toledo, OH","Other General Expenditures",6.58436864455895,5693.94
"","Oklahoma, OK","Other General Expenditures",2.28377458764056,3703.08
"","Tulsa, OK","Other General Expenditures",1.50567804450617,4291.09
"","Eugene, OR","Other General Expenditures",1.40917968076076,5796.28
"","Portland, OR","Other General Expenditures",5.54979329745958,6768.18
"","Salem, OR","Other General Expenditures",4.81438212442579,4408.25
"","Philadelphia, PA","Other General Expenditures",6.24190139874306,8342.49
"","Pittsburgh, PA","Other General Expenditures",13.3514620793752,8347.7
"","Providence, RI","Other General Expenditures",3.7356277792822,5871.57
"","Warwick, RI","Other General Expenditures",15.5056961119179,4889.3
"","Charleston, SC","Other General Expenditures",2.87421844060149,4999.62
"","Columbia, SC","Other General Expenditures",5.77621391021011,5953.9
"","Rapid City, SD","Other General Expenditures",5.20913076762475,3448.56
"","Sioux Falls, SD","Other General Expenditures",2.83402345954817,4216.62
"","Chattanooga, TN","Other General Expenditures",3.30772214109214,11319.27
"","Knoxville, TN","Other General Expenditures",2.25134904721308,8398.52
"","Memphis, TN","Other General Expenditures",4.53661448660122,7538
"","Nashville, TN","Other General Expenditures",4.23286228995419,7199.62
"","Arlington, TX","Other General Expenditures",3.14767474888321,4647.24
"","Austin, TX","Other General Expenditures",2.09289279498281,7647.31
"","Corpus Christi, TX","Other General Expenditures",1.83122648325169,4789.14
"","Dallas, TX","Other General Expenditures",1.69045897813547,6667.42
"","El Paso, TX","Other General Expenditures",1.33146173804564,5122.19
"","Ft. Worth, TX","Other General Expenditures",4.20799728067736,5177.76
"","Garland, TX","Other General Expenditures",1.8743964066008,6409.53
"","Houston, TX","Other General Expenditures",2.95985989872156,5898.59
"","Lubbock, TX","Other General Expenditures",1.77617770314979,7027.45
"","San Antonio, TX","Other General Expenditures",2.94153461028737,7062.64
"","Provo, UT","Other General Expenditures",3.74304003953488,4775.53
"","Salt Lake City, UT","Other General Expenditures",6.88057605080972,7204.92
"","Chesapeake, VA","Other General Expenditures",3.30699225546723,4689.76
"","Norfolk, VA","Other General Expenditures",8.21781385039985,6366.17
"","Richmond, VA","Other General Expenditures",3.43716932175627,6898.7
"","Virginia Beach, VA","Other General Expenditures",3.41607569998439,4740.82
"","Burlington, VT","Other General Expenditures",1.91250874035238,7522.58
"","Rutland, VT","Other General Expenditures",0.848843752793979,5704.23
"","Seattle, WA","Other General Expenditures",7.66016187163554,9533.48
"","Spokane, WA","Other General Expenditures",3.64098015262387,5738.29
"","Tacoma, WA","Other General Expenditures",1.74693237241813,9765.69
"","Madison, WI","Other General Expenditures",2.6946324626441,4832.57
"","Milwaukee, WI","Other General Expenditures",2.08281532441977,6555.55
"","Charleston, WV","Other General Expenditures",4.35208275607278,5954.85
"","Huntington, WV","Other General Expenditures",5.19432089557768,4049.23
"","Casper, WY","Other General Expenditures",4.57958144805765,6026.97
"","Cheyenne, WY","Other General Expenditures",3.46427452550984,8714.09
"","Anchorage, AK","Water Supply",3.23792454344838,6103.91
"","Fairbanks, AK","Water Supply",0,5001.33
"","Birmingham, AL","Water Supply",13.6230405190072,6683.53
"","Mobile, AL","Water Supply",3.86514790814856,4683.65
"","Montgomery, AL","Water Supply",7.83056031885804,5394.25
"","Ft. Smith, AR","Water Supply",8.97427146568604,4688.18
"","Little Rock, AR","Water Supply",0.00139592111849177,5014.61
"","Mesa, AZ","Water Supply",6.89622120488747,4381.82
"","Phoenix, AZ","Water Supply",4.12296434312899,4733.73
"","Tucson, AZ","Water Supply",11.1115788952315,4037.95
"","Anaheim, CA","Water Supply",5.2412026145204,7400.21
"","Bakersfield, CA","Water Supply",4.88413191574267,6314.94
"","Fremont, CA","Water Supply",0.00749556958297863,7471.08
"","Fresno, CA","Water Supply",5.25982752904893,7269.63
"","Huntington Beach, CA","Water Supply",8.62622900421481,5269.51
"","Long Beach, CA","Water Supply",3.43990150234334,9445.91
"","Los Angeles, CA","Water Supply",4.73071179492905,10031.26
"","Modesto, CA","Water Supply",5.10719185757312,7317.72
"","Oakland, CA","Water Supply",2.92745554047395,11566.7
"","Riverside, CA","Water Supply",4.91531987023994,8212.08
"","Sacramento, CA","Water Supply",3.51659923868488,7862.71
"","San Diego, CA","Water Supply",11.3182510808624,6857.95
"","San Francisco, CA","Water Supply",4.32121997719386,17828.53
"","San Jose, CA","Water Supply",2.40151106314085,7856.72
"","Santa Ana, CA","Water Supply",5.63433857515048,6099.03
"","Stockton, CA","Water Supply",2.21422160402665,5938.43
"","Aurora, CO","Water Supply",6.38408028887001,5272.96
"","Colorado Springs, CO","Water Supply",8.58517539574254,5137.81
"","Denver, CO","Water Supply",5.05399608107091,9701.63
"","Bridgeport, CT","Water Supply",0.0110273318012267,6257.18
"","Hartford, CT","Water Supply",3.27884556253045,8455.72
"","New Haven, CT","Water Supply",1.61647162701465,7995.81
"","Washington, DC","Water Supply",2.09013375369087,21251.75
"","Dover, DE","Water Supply",1.50326084662413,5685.64
"","Wilmington, DE","Water Supply",10.7392664055833,7757.42
"","Ft. Lauderdale, FL","Water Supply",9.25579189932889,7824.29
"","Hialeah, FL","Water Supply",4.16982436546874,6017.04
"","Jacksonville, FL","Water Supply",4.97281355920497,5791.49
"","Miami, FL","Water Supply",2.18362341503463,6772.23
"","Orlando, FL","Water Supply",0.987735861274072,7721.7
"","St. Petersburg, FL","Water Supply",8.50563847081851,5246.99
"","Tallahassee, FL","Water Supply",2.61596376944887,6306.28
"","Tampa, FL","Water Supply",8.22004952608659,7026.6
"","Atlanta, GA","Water Supply",11.7870592262924,8470.9
"","Columbus, GA","Water Supply",3.94820580604102,4085.4
"","Cedar Rapids, IA","Water Supply",6.17266117771679,4776.87
"","Des Moines, IA","Water Supply",5.67286013456312,5610.75
"","Boise, ID","Water Supply",0,3181.05
"","Nampa, ID","Water Supply",2.55074985500041,2413.8
"","Aurora, IL","Water Supply",2.88061446404103,4772.94
"","Chicago, IL","Water Supply",2.49102473185001,9024.8
"","Ft. Wayne, IN","Water Supply",0,2847.79
"","Gary, IN","Water Supply",0.00292875081455882,4097.31
"","Indianapolis, IN","Water Supply",4.73332801993972,5520.64
"","Kansas City, KS","Water Supply",4.11677413424035,7614.7
"","Topeka, KS","Water Supply",6.26970586513452,4782.84
"","Wichita, KS","Water Supply",4.68851110248304,4326.96
"","Lexington, KY","Water Supply",0,3627.71
"","Louisville, KY","Water Supply",6.54834850963064,4096.3
"","Baton Rouge, LA","Water Supply",0.0976945447456882,4411.71
"","New Orleans, LA","Water Supply",3.99525345793006,5393.4
"","Shreveport, LA","Water Supply",5.16548302507162,5438.02
"","Boston, MA","Water Supply",1.67763092119734,7001.54
"","Springfield, MA","Water Supply",0.880022270964585,5639.63
"","Worcester, MA","Water Supply",2.89232826497233,5144.99
"","Baltimore, MD","Water Supply",6.71786335985791,7341.62
"","Frederick, MD","Water Supply",4.26028600444652,7286.6
"","Lewiston, ME","Water Supply",3.15137737245781,4565.94
"","Portland, ME","Water Supply",0.00743729752822281,5781.67
"","Detroit, MI","Water Supply",2.59645759100018,6926.36
"","Flint, MI","Water Supply",6.81505380547702,8697.07
"","Grand Rapids, MI","Water Supply",4.54792124278175,5030.65
"","Warren, MI","Water Supply",3.56060606060606,4514.4
"","Minneapolis, MN","Water Supply",1.95766986127685,8581.12
"","St. Paul, MN","Water Supply",4.13723837617643,7119
"","Kansas City, MO","Water Supply",3.14657989388005,6564.27
"","St. Louis, MO","Water Supply",2.78094449574881,6280.6
"","Gulfport, MS","Water Supply",0.876948775055679,10776
"","Jackson, MS","Water Supply",4.58494512815311,3647.59
"","Billings, MT","Water Supply",5.39382193609575,3880.18
"","Missoula, MT","Water Supply",0.0846060787404012,3876.79
"","Charlotte, NC","Water Supply",2.52255033096683,8163.96
"","Durham, NC","Water Supply",2.49098461443082,3871.16
"","Greensboro, NC","Water Supply",5.17204674302904,4321.5
"","Raleigh, NC","Water Supply",9.28512790636089,4531.44
"","Bismarck, ND","Water Supply",4.29334230813893,5080.89
"","Fargo, ND","Water Supply",1.55648096490529,6022.56
"","Lincoln, NE","Water Supply",3.91628338146682,4207.05
"","Omaha, NE","Water Supply",2.19415683225634,6315.41
"","Manchester, NH","Water Supply",2.77414911051469,4210.3
"","Nashua, NH","Water Supply",0,3739.94
"","Albuquerque, NM","Water Supply",5.85964163822526,3750.4
"","Las Cruces, NM","Water Supply",11.9461750277292,3624.34
"","Las Vegas, NV","Water Supply",6.87733853177693,5534.99
"","Reno, NV","Water Supply",4.86875272555895,5113.63
"","Buffalo, NY","Water Supply",0.531885126740876,8041.21
"","New York, NY","Water Supply",1.38327279153708,15617.31
"","Rochester, NY","Water Supply",1.2920311715237,9338.01
"","Syracuse, NY","Water Supply",1.67566395473739,7978.33
"","Yonkers, NY","Water Supply",1.47277977893343,10360.68
"","Akron, OH","Water Supply",2.89159040107967,5690.64
"","Cincinnati, OH","Water Supply",3.90020595368934,7433.71
"","Cleveland, OH","Water Supply",6.78136722541381,9149.04
"","Columbus, OH","Water Supply",5.0042692375458,6640.53
"","Dayton, OH","Water Supply",7.50785426932927,5923.53
"","Toledo, OH","Water Supply",6.09806215028609,5693.94
"","Oklahoma, OK","Water Supply",11.3996997094311,3703.08
"","Tulsa, OK","Water Supply",5.53099562115919,4291.09
"","Eugene, OR","Water Supply",3.35491039080238,5796.28
"","Portland, OR","Water Supply",4.35789237283878,6768.18
"","Salem, OR","Water Supply",4.43441274882323,4408.25
"","Philadelphia, PA","Water Supply",2.32244809403428,8342.49
"","Pittsburgh, PA","Water Supply",4.02733687123399,8347.7
"","Providence, RI","Water Supply",8.26065260228525,5871.57
"","Warwick, RI","Water Supply",2.56642055099912,4889.3
"","Charleston, SC","Water Supply",14.5635068265188,4999.62
"","Columbia, SC","Water Supply",10.3886528158014,5953.9
"","Rapid City, SD","Water Supply",4.02283851810611,3448.56
"","Sioux Falls, SD","Water Supply",3.49687664527513,4216.62
"","Chattanooga, TN","Water Supply",0,11319.27
"","Knoxville, TN","Water Supply",4.31361716111886,8398.52
"","Memphis, TN","Water Supply",2.31148845847705,7538
"","Nashville, TN","Water Supply",2.21983938041174,7199.62
"","Arlington, TX","Water Supply",6.80403852609291,4647.24
"","Austin, TX","Water Supply",4.17623974966361,7647.31
"","Corpus Christi, TX","Water Supply",7.1553556588448,4789.14
"","Dallas, TX","Water Supply",5.15806713841336,6667.42
"","El Paso, TX","Water Supply",7.26251857115804,5122.19
"","Ft. Worth, TX","Water Supply",8.3675180000618,5177.76
"","Garland, TX","Water Supply",5.44564110004946,6409.53
"","Houston, TX","Water Supply",3.22382128610397,5898.59
"","Lubbock, TX","Water Supply",3.19632299055845,7027.45
"","San Antonio, TX","Water Supply",4.33421496777409,7062.64
"","Provo, UT","Water Supply",2.85685567884612,4775.53
"","Salt Lake City, UT","Water Supply",7.01867612686886,7204.92
"","Chesapeake, VA","Water Supply",3.46329023233598,4689.76
"","Norfolk, VA","Water Supply",5.97502108803252,6366.17
"","Richmond, VA","Water Supply",4.62058068911534,6898.7
"","Virginia Beach, VA","Water Supply",2.70037672807658,4740.82
"","Burlington, VT","Water Supply",1.81068197347187,7522.58
"","Rutland, VT","Water Supply",3.67867354577217,5704.23
"","Seattle, WA","Water Supply",3.58777697126338,9533.48
"","Spokane, WA","Water Supply",6.08909622901596,5738.29
"","Tacoma, WA","Water Supply",4.75911072335902,9765.69
"","Madison, WI","Water Supply",1.77731517598297,4832.57
"","Milwaukee, WI","Water Supply",1.8777982015239,6555.55
"","Charleston, WV","Water Supply",0.334685172590409,5954.85
"","Huntington, WV","Water Supply",0,4049.23
"","Casper, WY","Water Supply",4.06987258937741,6026.97
"","Cheyenne, WY","Water Supply",3.69527971365914,8714.09
"","Anchorage, AK","Electric Power",16.3991605380813,6103.91
"","Fairbanks, AK","Electric Power",0,5001.33
"","Birmingham, AL","Electric Power",0,6683.53
"","Mobile, AL","Electric Power",0,4683.65
"","Montgomery, AL","Electric Power",0,5394.25
"","Ft. Smith, AR","Electric Power",0,4688.18
"","Little Rock, AR","Electric Power",0,5014.61
"","Mesa, AZ","Electric Power",15.9086863449434,4381.82
"","Phoenix, AZ","Electric Power",13.6630099308579,4733.73
"","Tucson, AZ","Electric Power",0.454190864176129,4037.95
"","Anaheim, CA","Electric Power",15.1018687307522,7400.21
"","Bakersfield, CA","Electric Power",0,6314.94
"","Fremont, CA","Electric Power",0,7471.08
"","Fresno, CA","Electric Power",0.000137558582761434,7269.63
"","Huntington Beach, CA","Electric Power",0.0064522128243423,5269.51
"","Long Beach, CA","Electric Power",0.00370530737642006,9445.91
"","Los Angeles, CA","Electric Power",9.90852594788691,10031.26
"","Modesto, CA","Electric Power",18.9556309888872,7317.72
"","Oakland, CA","Electric Power",0.0095965141310832,11566.7
"","Riverside, CA","Electric Power",13.6416108951691,8212.08
"","Sacramento, CA","Electric Power",10.5466181507394,7862.71
"","San Diego, CA","Electric Power",0.00481193359531638,6857.95
"","San Francisco, CA","Electric Power",1.30005109787515,17828.53
"","San Jose, CA","Electric Power",0,7856.72
"","Santa Ana, CA","Electric Power",0.00557465695364673,6099.03
"","Stockton, CA","Electric Power",0,5938.43
"","Aurora, CO","Electric Power",0,5272.96
"","Colorado Springs, CO","Electric Power",15.7288805930932,5137.81
"","Denver, CO","Electric Power",0,9701.63
"","Bridgeport, CT","Electric Power",0.000319632805832659,6257.18
"","Hartford, CT","Electric Power",0.0219969440804568,8455.72
"","New Haven, CT","Electric Power",0.000250131006114452,7995.81
"","Washington, DC","Electric Power",0,21251.75
"","Dover, DE","Electric Power",42.8725701943844,5685.64
"","Wilmington, DE","Electric Power",0,7757.42
"","Ft. Lauderdale, FL","Electric Power",0,7824.29
"","Hialeah, FL","Electric Power",0,6017.04
"","Jacksonville, FL","Electric Power",26.1652873440168,5791.49
"","Miami, FL","Electric Power",0,6772.23
"","Orlando, FL","Electric Power",6.57860315733582,7721.7
"","St. Petersburg, FL","Electric Power",0,5246.99
"","Tallahassee, FL","Electric Power",22.6823103319231,6306.28
"","Tampa, FL","Electric Power",0.00925056214954601,7026.6
"","Atlanta, GA","Electric Power",0.000708307263690989,8470.9
"","Columbus, GA","Electric Power",0,4085.4
"","Cedar Rapids, IA","Electric Power",0,4776.87
"","Des Moines, IA","Electric Power",0,5610.75
"","Boise, ID","Electric Power",0,3181.05
"","Nampa, ID","Electric Power",0,2413.8
"","Aurora, IL","Electric Power",0,4772.94
"","Chicago, IL","Electric Power",0,9024.8
"","Ft. Wayne, IN","Electric Power",0,2847.79
"","Gary, IN","Electric Power",0,4097.31
"","Indianapolis, IN","Electric Power",0,5520.64
"","Kansas City, KS","Electric Power",25.059949833874,7614.7
"","Topeka, KS","Electric Power",0,4782.84
"","Wichita, KS","Electric Power",0,4326.96
"","Lexington, KY","Electric Power",0,3627.71
"","Louisville, KY","Electric Power",0.00830017332714889,4096.3
"","Baton Rouge, LA","Electric Power",0,4411.71
"","New Orleans, LA","Electric Power",0,5393.4
"","Shreveport, LA","Electric Power",0,5438.02
"","Boston, MA","Electric Power",0,7001.54
"","Springfield, MA","Electric Power",0.0533722957002498,5639.63
"","Worcester, MA","Electric Power",0,5144.99
"","Baltimore, MD","Electric Power",0,7341.62
"","Frederick, MD","Electric Power",0.000823429308593857,7286.6
"","Lewiston, ME","Electric Power",0,4565.94
"","Portland, ME","Electric Power",0,5781.67
"","Detroit, MI","Electric Power",0,6926.36
"","Flint, MI","Electric Power",0,8697.07
"","Grand Rapids, MI","Electric Power",0,5030.65
"","Warren, MI","Electric Power",0,4514.4
"","Minneapolis, MN","Electric Power",0,8581.12
"","St. Paul, MN","Electric Power",0,7119
"","Kansas City, MO","Electric Power",0,6564.27
"","St. Louis, MO","Electric Power",0,6280.6
"","Gulfport, MS","Electric Power",0,10776
"","Jackson, MS","Electric Power",0,3647.59
"","Billings, MT","Electric Power",0,3880.18
"","Missoula, MT","Electric Power",0,3876.79
"","Charlotte, NC","Electric Power",0,8163.96
"","Durham, NC","Electric Power",0,3871.16
"","Greensboro, NC","Electric Power",0,4321.5
"","Raleigh, NC","Electric Power",0,4531.44
"","Bismarck, ND","Electric Power",0,5080.89
"","Fargo, ND","Electric Power",0,6022.56
"","Lincoln, NE","Electric Power",0,4207.05
"","Omaha, NE","Electric Power",18.1293059357983,6315.41
"","Manchester, NH","Electric Power",0,4210.3
"","Nashua, NH","Electric Power",0.0582897051824361,3739.94
"","Albuquerque, NM","Electric Power",0,3750.4
"","Las Cruces, NM","Electric Power",0,3624.34
"","Las Vegas, NV","Electric Power",0,5534.99
"","Reno, NV","Electric Power",0,5113.63
"","Buffalo, NY","Electric Power",0.140028677276181,8041.21
"","New York, NY","Electric Power",0,15617.31
"","Rochester, NY","Electric Power",0.184407598621119,9338.01
"","Syracuse, NY","Electric Power",0,7978.33
"","Yonkers, NY","Electric Power",0,10360.68
"","Akron, OH","Electric Power",0,5690.64
"","Cincinnati, OH","Electric Power",0,7433.71
"","Cleveland, OH","Electric Power",5.46111941799358,9149.04
"","Columbus, OH","Electric Power",1.30335982218287,6640.53
"","Dayton, OH","Electric Power",0,5923.53
"","Toledo, OH","Electric Power",0.0463650828775856,5693.94
"","Oklahoma, OK","Electric Power",0,3703.08
"","Tulsa, OK","Electric Power",0,4291.09
"","Eugene, OR","Electric Power",25.1266329438882,5796.28
"","Portland, OR","Electric Power",0.0162525228347946,6768.18
"","Salem, OR","Electric Power",0,4408.25
"","Philadelphia, PA","Electric Power",0,8342.49
"","Pittsburgh, PA","Electric Power",0,8347.7
"","Providence, RI","Electric Power",0,5871.57
"","Warwick, RI","Electric Power",0,4889.3
"","Charleston, SC","Electric Power",0.530840343866134,4999.62
"","Columbia, SC","Electric Power",0.0354389559784343,5953.9
"","Rapid City, SD","Electric Power",0,3448.56
"","Sioux Falls, SD","Electric Power",1.11392537150609,4216.62
"","Chattanooga, TN","Electric Power",34.1180129107266,11319.27
"","Knoxville, TN","Electric Power",36.3238999252249,8398.52
"","Memphis, TN","Electric Power",26.8547360042452,7538
"","Nashville, TN","Electric Power",29.3997460977107,7199.62
"","Arlington, TX","Electric Power",0,4647.24
"","Austin, TX","Electric Power",17.7653318617919,7647.31
"","Corpus Christi, TX","Electric Power",0,4789.14
"","Dallas, TX","Electric Power",0,6667.42
"","El Paso, TX","Electric Power",0,5122.19
"","Ft. Worth, TX","Electric Power",0,5177.76
"","Garland, TX","Electric Power",19.6404416548483,6409.53
"","Houston, TX","Electric Power",0,5898.59
"","Lubbock, TX","Electric Power",19.7827092330789,7027.45
"","San Antonio, TX","Electric Power",18.9563675905894,7062.64
"","Provo, UT","Electric Power",31.0030509702588,4775.53
"","Salt Lake City, UT","Electric Power",0,7204.92
"","Chesapeake, VA","Electric Power",0,4689.76
"","Norfolk, VA","Electric Power",0,6366.17
"","Richmond, VA","Electric Power",0,6898.7
"","Virginia Beach, VA","Electric Power",0,4740.82
"","Burlington, VT","Electric Power",19.5585822949041,7522.58
"","Rutland, VT","Electric Power",0,5704.23
"","Seattle, WA","Electric Power",16.3723005660053,9533.48
"","Spokane, WA","Electric Power",0,5738.29
"","Tacoma, WA","Electric Power",19.8460119049448,9765.69
"","Madison, WI","Electric Power",0,4832.57
"","Milwaukee, WI","Electric Power",0,6555.55
"","Charleston, WV","Electric Power",0,5954.85
"","Huntington, WV","Electric Power",0,4049.23
"","Casper, WY","Electric Power",0,6026.97
"","Cheyenne, WY","Electric Power",0,8714.09
"","Anchorage, AK","Gas Supply",0,6103.91
"","Fairbanks, AK","Gas Supply",0.476473258113342,5001.33
"","Birmingham, AL","Gas Supply",0,6683.53
"","Mobile, AL","Gas Supply",0,4683.65
"","Montgomery, AL","Gas Supply",0,5394.25
"","Ft. Smith, AR","Gas Supply",0,4688.18
"","Little Rock, AR","Gas Supply",0,5014.61
"","Mesa, AZ","Gas Supply",1.66232296169172,4381.82
"","Phoenix, AZ","Gas Supply",0,4733.73
"","Tucson, AZ","Gas Supply",0,4037.95
"","Anaheim, CA","Gas Supply",0.0963486171338381,7400.21
"","Bakersfield, CA","Gas Supply",0,6314.94
"","Fremont, CA","Gas Supply",0,7471.08
"","Fresno, CA","Gas Supply",0,7269.63
"","Huntington Beach, CA","Gas Supply",0.00227725158506199,5269.51
"","Long Beach, CA","Gas Supply",1.86514586736482,9445.91
"","Los Angeles, CA","Gas Supply",0.0694827967772742,10031.26
"","Modesto, CA","Gas Supply",0,7317.72
"","Oakland, CA","Gas Supply",0,11566.7
"","Riverside, CA","Gas Supply",0.0842661055420795,8212.08
"","Sacramento, CA","Gas Supply",0,7862.71
"","San Diego, CA","Gas Supply",0,6857.95
"","San Francisco, CA","Gas Supply",0,17828.53
"","San Jose, CA","Gas Supply",0,7856.72
"","Santa Ana, CA","Gas Supply",0.00196752598364002,6099.03
"","Stockton, CA","Gas Supply",0,5938.43
"","Aurora, CO","Gas Supply",0,5272.96
"","Colorado Springs, CO","Gas Supply",6.09753961318149,5137.81
"","Denver, CO","Gas Supply",0,9701.63
"","Bridgeport, CT","Gas Supply",0.00015981640291633,6257.18
"","Hartford, CT","Gas Supply",0,8455.72
"","New Haven, CT","Gas Supply",0.000250131006114452,7995.81
"","Washington, DC","Gas Supply",0,21251.75
"","Dover, DE","Gas Supply",0,5685.64
"","Wilmington, DE","Gas Supply",0,7757.42
"","Ft. Lauderdale, FL","Gas Supply",0,7824.29
"","Hialeah, FL","Gas Supply",0,6017.04
"","Jacksonville, FL","Gas Supply",0.0224467278714113,5791.49
"","Miami, FL","Gas Supply",0,6772.23
"","Orlando, FL","Gas Supply",0,7721.7
"","St. Petersburg, FL","Gas Supply",0,5246.99
"","Tallahassee, FL","Gas Supply",1.96121960965894,6306.28
"","Tampa, FL","Gas Supply",0,7026.6
"","Atlanta, GA","Gas Supply",0.00023610242123033,8470.9
"","Columbus, GA","Gas Supply",0,4085.4
"","Cedar Rapids, IA","Gas Supply",0,4776.87
"","Des Moines, IA","Gas Supply",0,5610.75
"","Boise, ID","Gas Supply",0,3181.05
"","Nampa, ID","Gas Supply",0,2413.8
"","Aurora, IL","Gas Supply",0,4772.94
"","Chicago, IL","Gas Supply",0,9024.8
"","Ft. Wayne, IN","Gas Supply",0,2847.79
"","Gary, IN","Gas Supply",0,4097.31
"","Indianapolis, IN","Gas Supply",10.1529895084628,5520.64
"","Kansas City, KS","Gas Supply",0,7614.7
"","Topeka, KS","Gas Supply",0,4782.84
"","Wichita, KS","Gas Supply",0,4326.96
"","Lexington, KY","Gas Supply",0,3627.71
"","Louisville, KY","Gas Supply",0,4096.3
"","Baton Rouge, LA","Gas Supply",0.309177167130206,4411.71
"","New Orleans, LA","Gas Supply",0,5393.4
"","Shreveport, LA","Gas Supply",0,5438.02
"","Boston, MA","Gas Supply",0,7001.54
"","Springfield, MA","Gas Supply",0,5639.63
